"","idcode","industry","occupation","union","wage","hours","ttl_exp","tenure","age","gender","race","married","yearsofschooling","collgrad","south","smsa","c_city"
"1664",3856,"Professional Services","Professional/technical","nonunion",7.439612,50,12.74359,4.583333,35,"male","other","single",15,"not college grad",0,"SMSA",1
"1665",3858,"Manufacturing","Managers/admin","nonunion",10.32206,45,15,1.416667,36,"male","other","married",14,"not college grad",0,"SMSA",0
"1666",3861,"Finance/Ins/Real Estate","Professional/technical","nonunion",4.827484,40,13.33333,1.25,38,"male","other","single",16,"college grad",0,"SMSA",1
"1667",3863,"Public Administration","Sales","nonunion",12.77777,40,13.19231,1.416667,37,"female","other","single",17,"college grad",0,"SMSA",0
"1668",3864,"Manufacturing","Professional/technical","nonunion",9.597424,50,14.09615,8,42,"female","other","married",16,"college grad",0,"SMSA",0
"1669",3865,"Public Administration","Sales","union",7.761675,40,21.21795,21.16667,43,"female","other","married",13,"not college grad",0,"SMSA",0
"1670",3873,"Professional Services","Professional/technical","nonunion",25.80515,60,14.05769,6.75,35,"male","other","married",18,"college grad",0,"SMSA",1
"1671",3876,"Professional Services","Laborers","nonunion",3.220612,15,8.839744,8.75,44,"male","other","married",12,"not college grad",0,"SMSA",0
"1672",3878,"Public Administration","Professional/technical","union",9.758451,40,18.44231,10,43,"male","other","married",16,"college grad",0,"SMSA",0
"1673",3880,"Professional Services","Professional/technical","nonunion",4.648688,40,13.07692,1.75,44,"male","white","single",14,"not college grad",0,"SMSA",0
"1674",3881,"Wholesale/Retail Trade","Managers/admin","nonunion",4.227053,40,8.147436,1.583333,35,"male","white","single",12,"not college grad",0,"SMSA",0
"1675",3882,"Professional Services","Sales","nonunion",9.001606,33,12.61539,9.75,41,"female","white","married",14,"not college grad",0,"nonSMSA",0
"1676",3886,"Professional Services","Professional/technical","union",7.439612,40,13.19231,4,41,"male","white","single",13,"not college grad",0,"nonSMSA",0
"1677",3891,"Manufacturing","Sales","nonunion",10.66828,40,12.75,2.666667,42,"female","white","single",18,"college grad",0,"SMSA",0
"1678",3893,"Professional Services","Managers/admin","nonunion",15.48309,50,14.82692,9.916667,38,"male","white","single",18,"college grad",1,"SMSA",0
"1679",3899,"Finance/Ins/Real Estate","Sales","nonunion",7.689208,38,9.538462,1.75,45,"female","white","single",12,"not college grad",0,"SMSA",1
"1680",3900,"Professional Services","Other","nonunion",3.4219,40,4.570513,0.9166667,38,"female","white","married",16,"college grad",0,"nonSMSA",0
"1681",3903,"Transport/Comm/Utility","Sales","union",10.06441,40,17.28846,17.25,38,"female","white","married",12,"not college grad",0,"SMSA",1
"1682",3905,"Manufacturing","Service","nonunion",4.339774,60,9.75,1.5,36,"female","white","married",14,"not college grad",0,"SMSA",1
"1683",3910,"Professional Services","Sales","nonunion",5.016723,36,13.33333,12.66667,42,"male","white","married",12,"not college grad",0,"SMSA",0
"1684",3911,"Professional Services","Laborers","nonunion",5.426729,48,11.41667,1.75,43,"female","white","single",11,"not college grad",0,"SMSA",1
"1685",3915,"Manufacturing","Craftsmen","nonunion",5.813202,50,12.32051,1,38,"male","white","single",12,"not college grad",0,"SMSA",1
"1686",3918,"Professional Services","Managers/admin","nonunion",10.32206,42,8.461538,1.916667,38,"male","white","married",16,"college grad",0,"SMSA",0
"1687",3919,"Professional Services","Managers/admin","nonunion",11.53784,40,16.32692,8.333333,40,"male","white","married",14,"not college grad",0,"SMSA",0
"1688",3922,"Transport/Comm/Utility","Craftsmen","union",11.6103,40,14.21154,10.91667,35,"female","white","single",17,"college grad",0,"SMSA",1
"1689",3923,"Finance/Ins/Real Estate","Sales","nonunion",5.861513,40,7.807693,5.25,35,"female","white","single",12,"not college grad",0,"SMSA",0
"1690",3929,"Professional Services","Sales","nonunion",6.884055,45,19.39103,19.33333,39,"female","white","married",14,"college grad",0,"SMSA",0
"1691",3930,"Manufacturing","Sales","nonunion",8.361203,40,18.51923,3.083333,38,"male","white","single",12,"not college grad",0,"SMSA",0
"1692",3933,"Wholesale/Retail Trade","Clerical/unskilled","union",9.29146,25,7.153847,3.583333,39,"male","white","married",12,"not college grad",0,"SMSA",0
"1693",3934,"Manufacturing","Professional/technical","nonunion",10.17713,40,15.22436,13.58333,38,"male","white","married",15,"not college grad",0,"SMSA",0
"1694",3935,"Professional Services","Managers/admin","nonunion",11.01449,45,9.166667,7.416667,39,"male","white","married",12,"not college grad",0,"SMSA",0
"1695",3937,"Transport/Comm/Utility","Laborers","union",21.38486,20,5.5,5.5,44,"female","white","married",12,"not college grad",1,"SMSA",1
"1696",3941,"Wholesale/Retail Trade","Laborers","nonunion",7.447664,40,7.878205,6.833333,43,"female","black","single",11,"not college grad",0,"SMSA",1
"1697",3945,"Manufacturing","Sales","union",6.843801,20,13.07692,9.916667,37,"female","white","married",12,"not college grad",0,"SMSA",0
"1698",3946,"Manufacturing","Sales","nonunion",6.739127,40,13,12.41667,37,"female","white","married",10,"not college grad",0,"SMSA",0
"1699",3952,"Wholesale/Retail Trade","Managers/admin","nonunion",10.66828,40,16.09616,4.75,41,"male","white","single",12,"not college grad",0,"SMSA",0
"1700",3953,"Public Administration","Sales","union",25.80515,30,17.11539,7,38,"male","white","married",15,"not college grad",1,"SMSA",1
"1701",3955,"Manufacturing","Sales","nonunion",12.85024,40,15.75,12,35,"male","white","married",16,"college grad",0,"SMSA",0
"1702",3956,"Professional Services","Sales","nonunion",6.634459,35,13.11539,5.416667,41,"male","white","married",16,"college grad",0,"SMSA",1
"1703",3962,"Wholesale/Retail Trade","Managers/admin","nonunion",3.510896,55,10.65385,1.333333,36,"male","white","married",14,"not college grad",1,"SMSA",0
"1704",3963,"Professional Services","Professional/technical","nonunion",4.827484,40,12.53846,2.5,34,"male","white","married",14,"not college grad",0,"SMSA",1
"1705",3964,"Professional Services","Sales","union",5.169081,15,7.557692,1.416667,37,"female","white","married",14,"not college grad",0,"SMSA",0
"1706",3968,"Manufacturing","Sales","nonunion",10.53945,47,16.69231,1.166667,36,"female","white","married",18,"college grad",0,"SMSA",0
"1707",3972,"Business/Repair Svc","Sales","union",3.341383,40,3.76282,1.083333,38,"female","white","single",14,"not college grad",0,"SMSA",1
"1708",3974,"Manufacturing","Managers/admin","nonunion",13.77616,45,17.14744,15.58333,43,"male","white","married",13,"not college grad",0,"SMSA",0
"1709",3977,"Finance/Ins/Real Estate","Sales","nonunion",10.27375,38,10.78205,6.833333,38,"female","white","single",14,"not college grad",0,"SMSA",0
"1710",3978,"Business/Repair Svc","Sales","nonunion",7.431559,50,13.26923,4,35,"female","white","married",14,"not college grad",0,"SMSA",0
"1711",3983,"Manufacturing","Craftsmen","nonunion",20.49475,40,16.05769,3,43,"female","black","married",12,"not college grad",0,"SMSA",0
"1712",3984,"Wholesale/Retail Trade","Sales","nonunion",4.344736,40,6.467949,2.166667,45,"female","white","single",11,"not college grad",0,"SMSA",0
"1713",3985,"Manufacturing","Operatives","nonunion",6.280193,40,13.17308,4.416667,40,"female","white","single",12,"not college grad",1,"SMSA",0
"1714",3988,"Public Administration","Managers/admin","nonunion",10.21739,45,21.16667,21.16667,45,"male","white","single",12,"not college grad",0,"nonSMSA",0
"1715",3990,"Professional Services","Laborers","union",7.15781,40,9.294872,8.166667,45,"female","white","married",11,"not college grad",0,"nonSMSA",0
"1716",3991,"Business/Repair Svc","Laborers","nonunion",3.719806,35,19.67949,19.58333,41,"female","white","single",12,"not college grad",0,"nonSMSA",0
"1717",3994,"Wholesale/Retail Trade","Operatives","nonunion",3.502414,40,4.423077,0.1666667,34,"female","white","married",12,"not college grad",0,"nonSMSA",0
"1718",3996,"Manufacturing","Clerical/unskilled","nonunion",40.19808,40,8.576923,2.416667,37,"female","white","married",12,"not college grad",1,"nonSMSA",0
"1719",3997,"Business/Repair Svc","Sales","nonunion",6.545891,40,11.59615,6.166667,35,"female","white","married",12,"not college grad",1,"SMSA",1
"1720",3998,"Professional Services","Professional/technical","nonunion",13.55072,40,14.5641,1.5,37,"male","white","married",18,"college grad",1,"SMSA",1
"1721",3999,"Transport/Comm/Utility","Managers/admin","nonunion",19.35587,40,11.54487,4.5,35,"male","white","married",16,"college grad",0,"SMSA",0
"1722",4001,"Professional Services","Other","nonunion",6.505631,20,11.46154,3.75,43,"male","white","married",14,"not college grad",0,"SMSA",1
"1723",4003,"Professional Services","Professional/technical","nonunion",7.809981,50,13.96795,4.416667,35,"male","white","married",11,"not college grad",0,"SMSA",0
"1724",4007,"Professional Services","Other","nonunion",9.758451,40,8.884616,3.833333,43,"male","white","married",16,"college grad",1,"SMSA",0
"1725",4008,"Professional Services","Sales","nonunion",6.972622,40,20.04487,2.916667,39,"male","white","married",12,"not college grad",0,"nonSMSA",0
"1726",4009,"Wholesale/Retail Trade","Laborers","nonunion",2.697261,40,11.28846,4.916667,39,"female","white","single",12,"not college grad",0,"nonSMSA",0
"1727",4011,"Finance/Ins/Real Estate","Managers/admin","nonunion",12.39935,45,28.88461,23.08333,40,"male","white","single",13,"not college grad",0,"nonSMSA",0
"1728",4013,"Professional Services","Sales","nonunion",6.400963,36,7.621795,7.083333,45,"male","white","married",13,"not college grad",0,"nonSMSA",0
"1729",4014,"Transport/Comm/Utility","Managers/admin","nonunion",11.15137,50,11.84615,4.416667,35,"male","white","married",12,"not college grad",0,"nonSMSA",0
"1730",4015,"Wholesale/Retail Trade","Other","nonunion",2.926421,20,10.90385,0.8333333,37,"male","white","married",12,"not college grad",1,"SMSA",0
"1731",4017,"Finance/Ins/Real Estate","Managers/admin","nonunion",6.972622,40,12.84615,3.666667,40,"male","white","married",12,"not college grad",1,"SMSA",0
"1732",4021,"Professional Services","Sales","nonunion",4.827484,40,14.78846,10,35,"female","white","married",12,"not college grad",0,"nonSMSA",0
"1733",4024,"Professional Services","Laborers","nonunion",5.515297,30,11.67308,10.91667,42,"female","white","married",12,"not college grad",0,"nonSMSA",0
"1734",4026,"Ag/Forestry/Fisheries","Operatives","union",5.024153,36,10.59615,1.416667,40,"male","white","married",10,"not college grad",0,"nonSMSA",0
"1735",4031,"Wholesale/Retail Trade","Laborers","nonunion",4.774554,40,18.75,1.583333,43,"female","white","married",12,"not college grad",0,"nonSMSA",0
"1736",4037,"Wholesale/Retail Trade","Sales","nonunion",2.98495,28,4.057693,1.333333,40,"female","white","married",12,"not college grad",0,"SMSA",0
"1737",4038,"Wholesale/Retail Trade","Laborers","nonunion",5.998387,40,6.519231,0.75,43,"female","white","married",10,"not college grad",1,"SMSA",1
"1738",4040,"Wholesale/Retail Trade","Laborers","nonunion",3.861985,20,15.41026,0.5,38,"female","white","single",16,"college grad",0,"nonSMSA",0
"1739",4041,"Transport/Comm/Utility","Sales","nonunion",6.030594,40,13.62821,2.916667,41,"female","white","single",14,"not college grad",0,"SMSA",1
"1740",4043,"Finance/Ins/Real Estate","Sales","nonunion",3.718949,40,13.05769,1.25,35,"male","white","single",10,"not college grad",0,"nonSMSA",0
"1741",4045,"Professional Services","Other","union",19.35587,32,14.08333,14.08333,36,"female","white","married",18,"college grad",0,"SMSA",1
"1742",4048,"Wholesale/Retail Trade","Sales","nonunion",4.911432,35,7.99359,4.833333,38,"male","white","married",12,"not college grad",0,"SMSA",0
"1743",4050,"Finance/Ins/Real Estate","Managers/admin","nonunion",9.677936,48,16.67308,1.333333,38,"male","white","married",14,"not college grad",0,"SMSA",0
"1744",4051,"Mining","Sales","nonunion",6.505631,40,16.54487,8.583333,43,"female","white","single",12,"not college grad",0,"SMSA",1
"1745",4053,"Ag/Forestry/Fisheries","Managers/admin","nonunion",11.15941,50,18.70513,12.66667,41,"male","white","married",12,"not college grad",0,"SMSA",1
"1746",4055,"Manufacturing","Professional/technical","nonunion",7.745568,40,10.46795,6.75,39,"male","white","single",12,"not college grad",0,"SMSA",0
"1747",4056,"Professional Services","Managers/admin","nonunion",6.972622,40,8.865385,3.083333,41,"male","white","single",13,"not college grad",0,"SMSA",1
"1748",4057,"Public Administration","Sales","union",10.90982,40,15.98077,12.5,37,"female","white","single",15,"not college grad",0,"SMSA",1
"1749",4064,"Professional Services","Other","union",9.033813,60,20.41667,20.41667,44,"female","white","single",18,"college grad",0,"SMSA",1
"1750",4068,"Manufacturing","Sales","nonunion",8.05153,40,13.57692,7.416667,36,"male","white","single",16,"college grad",0,"SMSA",0
"1751",4069,"Professional Services","Professional/technical","nonunion",6.76328,33,9.416667,9.416667,36,"male","white","married",11,"not college grad",0,"SMSA",1
"1752",4070,"Professional Services","Laborers","nonunion",4.025765,2,7.756411,1.666667,35,"female","white","married",14,"not college grad",1,"SMSA",1
"1753",4071,"Professional Services","Other","union",7.745568,40,7.961538,3.916667,43,"female","white","married",17,"college grad",0,"SMSA",0
"1754",4075,"Manufacturing","Clerical/unskilled","nonunion",8.904991,40,16.64744,13.58333,40,"female","white","married",14,"not college grad",0,"SMSA",1
"1755",4079,"Professional Services","Sales","union",8.816422,25,14.19872,5.333333,43,"female","black","single",15,"not college grad",0,"SMSA",0
"1756",4083,"Professional Services","Craftsmen","nonunion",8.856684,40,16.71154,8.333333,39,"female","white","married",13,"not college grad",0,"SMSA",1
"1757",4084,"Professional Services","Sales","union",6.409017,40,8.160256,5.083333,45,"female","white","married",12,"not college grad",0,"SMSA",1
"1758",4087,"Manufacturing","Operatives","union",6.914713,64,3.083333,3.083333,43,"male","white","married",12,"not college grad",0,"SMSA",0
"1759",4091,"Wholesale/Retail Trade","Sales","union",8.929144,40,9.269231,1.333333,36,"female","white","married",12,"not college grad",0,"nonSMSA",0
"1760",4094,"Professional Services","Professional/technical","union",8.558774,20,4.064102,1.416667,38,"male","white","married",14,"not college grad",0,"SMSA",0
"1761",4096,"Professional Services","Sales","union",6.787434,40,5.5,5.5,43,"female","white","single",12,"not college grad",0,"SMSA",1
"1762",4099,"Professional Services","Other","nonunion",3.861985,40,4.653846,0.75,37,"female","white","married",16,"college grad",0,"SMSA",0
"1763",4102,"Professional Services","Sales","union",5.233495,40,9.365385,2.25,38,"female","white","married",12,"not college grad",0,"SMSA",0
"1764",4107,"Manufacturing","Professional/technical","nonunion",5.233495,42,9.519231,0.1666667,37,"male","white","married",12,"not college grad",0,"nonSMSA",0
"1765",4108,"Public Administration","Professional/technical","nonunion",7.938803,40,13.91667,10.25,42,"male","white","married",12,"not college grad",0,"nonSMSA",0
"1766",4110,"Professional Services","Other","union",8.260865,60,14.91667,14.91667,37,"male","white","single",18,"college grad",0,"SMSA",0
"1767",4116,"Professional Services","Professional/technical","nonunion",5.636071,30,8.115385,3.833333,39,"male","white","single",13,"not college grad",0,"nonSMSA",0
"1768",4118,"Transport/Comm/Utility","Sales","union",9.677936,40,22.19872,22.16667,41,"female","white","single",12,"not college grad",0,"nonSMSA",0
"1769",4120,"Finance/Ins/Real Estate","Clerical/unskilled","nonunion",8.776163,30,14.82051,1,45,"female","white","married",12,"not college grad",0,"SMSA",0
"1770",4121,"Finance/Ins/Real Estate","Clerical/unskilled","nonunion",6.658599,29,11.61538,0.6666667,37,"male","white","single",12,"not college grad",0,"SMSA",0
"1771",4124,"Personal Services","Operatives","nonunion",6.050869,38,16.13461,1,39,"female","black","single",12,"not college grad",0,"SMSA",1
"1772",4125,"Manufacturing","Professional/technical","nonunion",12.3913,40,17.71154,15.33333,42,"male","white","single",16,"college grad",0,"SMSA",1
"1773",4126,"Construction","Sales","nonunion",3.762542,32,2.788461,1.333333,40,"female","white","married",12,"not college grad",0,"SMSA",0
"1774",4127,"Manufacturing","Operatives","union",8.236711,40,18.19231,15.83333,41,"female","white","married",12,"not college grad",0,"SMSA",0
"1775",4128,"Finance/Ins/Real Estate","Sales","nonunion",6.505631,10,12.71154,11.83333,41,"female","white","married",12,"not college grad",0,"SMSA",0
"1776",4129,"Professional Services","Sales","nonunion",6.642512,40,8.269231,1,42,"female","white","married",12,"not college grad",1,"SMSA",1
"1777",4130,"Manufacturing","Sales","nonunion",38.70926,40,12.90385,2.666667,44,"female","white","single",18,"college grad",0,"SMSA",0
"1778",4131,"Manufacturing","Operatives","union",1.80602,40,2.480769,0.1666667,42,"female","other","married",14,"college grad",0,"nonSMSA",0
"1779",4132,"Transport/Comm/Utility","Operatives","union",12.51207,52,17.51282,12.83333,40,"female","white","single",14,"not college grad",0,"SMSA",0
"1780",4133,"Public Administration","Managers/admin","union",22.58453,40,12.90385,0.5,39,"male","white","married",17,"college grad",0,"nonSMSA",0
"1781",4135,"Public Administration","Sales","nonunion",5.53945,40,12.76282,9.916667,38,"male","white","married",12,"not college grad",1,"nonSMSA",0
"1782",4136,"Public Administration","Professional/technical","union",12.20612,40,15.59615,5.5,41,"male","other","married",17,"college grad",0,"SMSA",0
"1783",4142,"Transport/Comm/Utility","Sales","union",10.46699,40,12.01923,5.25,42,"female","black","married",17,"college grad",0,"SMSA",1
"1784",4145,"Wholesale/Retail Trade","Managers/admin","nonunion",12.0773,40,12.33333,6.166667,37,"male","white","single",11,"not college grad",0,"SMSA",1
"1785",4147,"Public Administration","Sales","nonunion",11.03059,40,15.42308,3.416667,35,"female","white","single",12,"not college grad",0,"SMSA",1
"1786",4148,"Professional Services","Laborers","nonunion",3.808373,40,13.11539,11.5,40,"female","white","married",10,"not college grad",0,"nonSMSA",0
"1787",4149,"Business/Repair Svc","Clerical/unskilled","nonunion",4.830918,30,7.403847,2.75,40,"male","white","married",12,"not college grad",0,"nonSMSA",0
"1788",4156,"Personal Services","Laborers","nonunion",6.270903,12,5.602564,0.4166667,36,"male","other","married",13,"not college grad",0,"nonSMSA",0
"1789",4157,"Personal Services","Transport","nonunion",4.389632,45,1.602564,0.3333333,36,"female","white","married",12,"not college grad",0,"nonSMSA",0
"1790",4160,"Wholesale/Retail Trade","Managers/admin","nonunion",6.32045,50,11.96154,5.333333,36,"male","white","married",11,"not college grad",0,"SMSA",1
"1791",4163,"Personal Services","Laborers","nonunion",3.220612,30,4.692308,1.5,38,"male","white","single",12,"not college grad",0,"nonSMSA",0
"1792",4167,"Professional Services","Professional/technical","union",5.829306,30,9.442307,4.666667,35,"male","white","married",14,"not college grad",0,"nonSMSA",0
"1793",4168,"Business/Repair Svc","Professional/technical","nonunion",6.688963,15,17.78846,0.25,41,"male","white","married",12,"not college grad",0,"nonSMSA",0
"1794",4169,"Professional Services","Other","nonunion",5.032206,40,8.134616,2.666667,36,"male","white","married",11,"not college grad",0,"nonSMSA",0
"1795",4171,"Professional Services","Sales","union",7.681153,10,3.269231,0.6666667,37,"female","other","single",13,"not college grad",0,"nonSMSA",0
"1796",4172,"Wholesale/Retail Trade","Managers/admin","nonunion",5.346215,40,18.21154,8.666667,36,"male","white","married",12,"not college grad",0,"nonSMSA",0
"1797",4173,"Finance/Ins/Real Estate","Clerical/unskilled","nonunion",14.22705,37,16.86539,3.333333,35,"female","white","married",12,"not college grad",0,"SMSA",0
"1798",4176,"Professional Services","Laborers","union",5.016103,20,7.442307,3.5,39,"female","other","married",10,"not college grad",0,"nonSMSA",0
"1799",4180,"Finance/Ins/Real Estate","Sales","nonunion",2.703391,50,16.10256,1.416667,43,"female","white","married",13,"not college grad",0,"nonSMSA",0
"1800",4182,"Professional Services","Professional/technical","nonunion",2.326892,16,5.871795,0.5,35,"male","white","married",14,"not college grad",0,"nonSMSA",0
"1801",4184,"Ag/Forestry/Fisheries","Professional/technical","nonunion",12.38325,40,17.71795,17.66667,40,"male","white","married",12,"not college grad",0,"nonSMSA",0
"1802",4186,"Transport/Comm/Utility","Sales","nonunion",8.132044,40,20.07051,7.75,39,"female","white","married",13,"not college grad",0,"SMSA",0
"1803",4189,"Professional Services","Laborers","union",7.278577,38,16.5,16.5,44,"female","white","married",10,"not college grad",0,"SMSA",0
"1804",4191,"Professional Services","Sales","union",3.486311,40,15.25,10.75,41,"male","white","married",12,"not college grad",0,"nonSMSA",0
"1805",4192,"Professional Services","Other","union",5.636071,20,4.358974,2.666667,39,"male","white","married",16,"college grad",0,"SMSA",0
"1806",4193,"Manufacturing","Professional/technical","nonunion",12.77777,40,13.64744,6.333333,35,"male","white","single",15,"not college grad",0,"SMSA",0
"1807",4195,"Professional Services","Professional/technical","union",6.505631,50,10.71795,6.833333,36,"male","white","married",17,"college grad",0,"nonSMSA",0
"1808",4196,"Professional Services","Other","union",9.790657,40,9.576923,2.916667,35,"female","white","single",18,"college grad",1,"SMSA",0
"1809",4198,"Business/Repair Svc","Clerical/unskilled","nonunion",4.180602,4,4.269231,1.416667,39,"male","white","married",10,"not college grad",0,"nonSMSA",0
"1810",4199,"Finance/Ins/Real Estate","Managers/admin","nonunion",9.29146,40,7.615385,5.75,36,"male","white","married",13,"not college grad",1,"SMSA",1
"1811",4202,"Professional Services","Other","union",11.96457,44,18.32692,15.83333,44,"female","white","married",17,"college grad",0,"SMSA",1
"1812",4204,"Manufacturing","Operatives","nonunion",2.697261,40,21.10256,6.5,44,"male","other","single",7,"not college grad",1,"nonSMSA",0
"1813",4206,"Business/Repair Svc","Craftsmen","nonunion",3.177257,20,9.858974,0.6666667,43,"female","white","single",17,"college grad",0,"SMSA",1
"1814",4208,"Transport/Comm/Utility","Sales","nonunion",5.418679,40,8.365385,8.333333,41,"female","white","married",13,"not college grad",0,"nonSMSA",0
"1815",4213,"Finance/Ins/Real Estate","Managers/admin","nonunion",35.73162,45,16.01282,3.083333,39,"male","white","single",14,"not college grad",0,"SMSA",0
"1816",4214,"Professional Services","Other","union",11.27214,45,15.19231,8.666667,35,"female","white","married",17,"college grad",0,"SMSA",1
"1817",4215,"Finance/Ins/Real Estate","Managers/admin","nonunion",3.861985,50,7.826923,0.4166667,36,"male","white","married",16,"college grad",0,"nonSMSA",0
"1818",4221,"Professional Services","Sales","union",6.296296,40,10.21795,2.916667,38,"male","white","married",13,"not college grad",0,"SMSA",1
"1819",4222,"Professional Services","Sales","nonunion",1.972624,40,18.05769,3.25,36,"female","white","single",12,"not college grad",0,"SMSA",1
"1820",4223,"Public Administration","Sales","union",6.191625,40,5.083333,5.083333,37,"male","white","married",12,"not college grad",0,"SMSA",1
"1821",4225,"Professional Services","Sales","nonunion",6.046698,40,11.35898,3.083333,39,"male","white","single",16,"college grad",0,"SMSA",1
"1822",4229,"Professional Services","Other","union",13.01932,40,18.83333,18.83333,41,"female","white","single",18,"college grad",0,"SMSA",0
"1823",4230,"Wholesale/Retail Trade","Craftsmen","nonunion",4.227053,24,2.288461,2.166667,41,"female","white","married",11,"not college grad",0,"SMSA",0
"1824",4231,"Personal Services","Transport","nonunion",3.344482,16,2.833333,0.8333333,45,"female","white","single",12,"not college grad",0,"SMSA",0
"1825",4233,"Entertainment/Rec Svc","Sales","nonunion",4.186793,20,9.615385,1.75,42,"female","white","married",14,"not college grad",0,"SMSA",0
"1826",4237,"Wholesale/Retail Trade","Sales","nonunion",3.919314,32,10.29487,1.166667,38,"female","white","married",9,"not college grad",0,"SMSA",0
"1827",4239,"Wholesale/Retail Trade","Clerical/unskilled","nonunion",4.025765,16,2.801282,0.0833333,35,"female","white","married",13,"not college grad",0,"SMSA",0
"1828",4240,"Public Administration","Sales","nonunion",6.376811,40,12.09615,10.41667,41,"male","white","single",12,"not college grad",0,"SMSA",1
"1829",4242,"Finance/Ins/Real Estate","Clerical/unskilled","union",7.310784,40,12.21154,3.75,38,"female","white","single",12,"not college grad",0,"SMSA",1
"1830",4244,"Public Administration","Managers/admin","union",9.629628,40,13.98077,4.5,37,"male","white","married",13,"not college grad",0,"SMSA",0
"1831",4245,"Transport/Comm/Utility","Sales","union",10.46699,40,18.84615,18.41667,42,"female","white","single",15,"not college grad",0,"nonSMSA",0
"1832",4246,"Professional Services","Other","union",10.22544,40,3.826923,1.75,41,"female","white","single",17,"college grad",0,"nonSMSA",0
"1833",4247,"Wholesale/Retail Trade","Managers/admin","nonunion",8.945245,45,14.88461,0.75,40,"male","white","married",12,"not college grad",0,"SMSA",0
"1834",4248,"Entertainment/Rec Svc","Laborers","nonunion",2.789213,10,11.82692,0.1666667,36,"female","white","single",16,"college grad",0,"SMSA",0
"1835",4250,"Manufacturing","Managers/admin","nonunion",10.06441,40,14.19231,3.5,39,"male","white","married",12,"not college grad",0,"SMSA",0
"1836",4251,"Finance/Ins/Real Estate","Sales","nonunion",6.046698,40,7.596154,2.083333,35,"female","white","married",13,"not college grad",0,"nonSMSA",0
"1837",4252,"Professional Services","Laborers","nonunion",5.032206,40,13.75,13.75,41,"male","white","married",9,"not college grad",1,"SMSA",0
"1838",4253,"Professional Services","Sales","union",9.363928,40,12.22436,3,43,"female","white","married",12,"not college grad",1,"SMSA",0
"1839",4255,"Wholesale/Retail Trade","Sales","nonunion",4.734297,40,6.269231,1.166667,36,"male","white","married",14,"not college grad",0,"SMSA",0
"1840",4256,"Professional Services","Sales","union",6.545891,40,6.698718,5.5,41,"female","white","single",12,"not college grad",1,"SMSA",0
"1841",4258,"Professional Services","Professional/technical","union",11.07085,40,13.80128,3.75,36,"male","white","single",15,"not college grad",1,"SMSA",0
"1842",4259,"Professional Services","Professional/technical","nonunion",6.578098,40,17.75,3.083333,43,"male","white","single",10,"not college grad",1,"SMSA",0
"1843",4260,"Personal Services","Laborers","nonunion",6.038648,40,7.314103,1.5,38,"female","white","married",11,"not college grad",1,"SMSA",0
"1844",4268,NA,"Other","nonunion",4.138486,35,0.1153846,0.0833333,37,"female","white","single",12,"not college grad",1,"SMSA",0
"1845",4269,"Manufacturing","Operatives","nonunion",3.762542,40,14.98077,10,44,"male","black","married",9,"not college grad",1,"nonSMSA",0
"1846",4270,"Wholesale/Retail Trade","Sales","nonunion",8.05153,25,17.19872,3.416667,41,"male","black","single",16,"college grad",1,"nonSMSA",0
"1847",4278,"Professional Services","Laborers","nonunion",3.84863,40,4.032051,1,41,"female","black","single",10,"not college grad",0,"SMSA",0
"1848",4279,"Wholesale/Retail Trade","Sales","union",4.025765,40,9.346154,3.583333,35,"male","white","married",8,"not college grad",1,"nonSMSA",0
"1849",4280,"Public Administration","Sales","nonunion",4.259257,40,12.82051,3.5,35,"female","black","married",12,"not college grad",1,"nonSMSA",0
"1850",4281,"Professional Services","Laborers","nonunion",3.623188,40,16.20513,3.416667,41,"female","black","married",12,"not college grad",1,"nonSMSA",0
"1851",4282,"Wholesale/Retail Trade","Professional/technical","nonunion",5.032206,40,13.83974,3.416667,36,"male","black","married",13,"not college grad",1,"nonSMSA",0
"1852",4283,"Manufacturing","Operatives","union",6.441224,40,18.76282,3.25,41,"female","black","married",10,"not college grad",1,"nonSMSA",0
"1853",4287,"Finance/Ins/Real Estate","Sales","union",10.22544,40,18.53846,17.91667,40,"female","white","married",12,"not college grad",1,"nonSMSA",0
"1854",4291,"Professional Services","Sales","nonunion",4.830918,40,18.16667,18.16667,44,"female","black","married",12,"not college grad",1,"nonSMSA",0
"1855",4292,"Professional Services","Laborers","nonunion",5.152977,40,8.455129,2,38,"female","black","married",11,"not college grad",0,"SMSA",1
"1856",4293,"Professional Services","Other","union",8.848629,35,12.80128,12.75,39,"female","black","married",16,"college grad",0,"SMSA",1
"1857",4294,"Business/Repair Svc","Laborers","union",3.454104,35,8.72436,1.25,36,"female","black","single",12,"not college grad",0,"SMSA",0
"1858",4296,"Wholesale/Retail Trade","Managers/admin","nonunion",2.608696,54,8.083333,8.083333,38,"male","white","married",12,"not college grad",1,"nonSMSA",0
"1859",4298,"Wholesale/Retail Trade","Operatives","nonunion",4.21095,40,7.570513,1.75,37,"female","black","married",12,"not college grad",0,"SMSA",1
"1860",4299,"Professional Services","Sales","union",5.805152,40,14.51923,13.41667,37,"male","black","single",12,"not college grad",0,"SMSA",1
"1861",4305,"Professional Services","Other","nonunion",6.191625,40,10.5,3.833333,35,"male","white","married",18,"college grad",1,"nonSMSA",0
"1862",4306,"Public Administration","Professional/technical","nonunion",6.642512,40,14.55769,7.666667,37,"male","black","married",13,"not college grad",1,"SMSA",1
